--> 15	0.4	-0.02211341517458819
--> 16	0.1	-0.001310672322944461
--> 16	0.2	-0.005269211232341711
--> 16	0.3	-0.01191932043543773
--> 16	0.4	-0.02128910299794461
--> 17	0.1	-0.001241539601752386
--> 17	0.2	-0.004985403882375042
--> 17	0.3	-0.01126520523341676
--> 17	0.4	-0.02010414329429075
--> 18	0.1	-0.001173621496693049
--> 18	0.2	-0.004708091183492541
--> 18	0.3	-0.01062803980940352
--> 18	0.4	-0.01895258110427041
--> 19	0.1	-0.001091507549549946
--> 19	0.2	-0.004375184575384159
--> 19	0.3	-0.009867808329086632
--> 19	0.4	-0.01758415269390427
--> 20	0.1	-0.001023051195548782
--> 20	0.2	-0.004098295757964646
--> 20	0.3	-0.009236847455027432
--> 20	0.4	-0.01644923989007915
--> 21	0.1	-0.0009330817981305163
--> 21	0.2	-0.003736059323476777
--> 21	0.3	-0.008415598647946356
--> 21	0.4	-0.01497821956560596
--> 22	0.1	-0.0005733258843923033
--> 22	0.2	-0.002294331031126472
--> 22	0.3	-0.005165217153329684
--> 22	0.4	-0.009188412417425249
--> 23	0.1	-0.0003031164788020875
--> 23	0.2	-0.001212688696384048
--> 23	0.3	-0.002729305128759311
--> 23	0.4	-0.004853776203197216
--> 24	0.1	-0.0001940365402595616
--> 24	0.2	-0.0007762277656374472
--> 24	0.3	-0.001746803753345273
--> 24	0.4	-0.003106111816160267
--> 25	0.1	-0.0001314141863904071
--> 25	0.2	-0.0005256946132352838
--> 25	0.3	-0.001182951222346422
--> 25	0.4	-0.002103356797359753
--> 26	0.1	-8.927425654087252e-005
--> 26	0.2	-0.0003571167090229746
--> 26	0.3	-0.0008035852199764001
--> 26	0.4	-0.001428772809462862
--> 27	0.1	-5.967556710582704e-005
--> 27	0.2	-0.0002387133373507494
--> 27	0.3	-0.00053714611350671
--> 27	0.4	-0.0009550271570652494
--> 28	0.1	-3.539925457693094e-005
--> 28	0.2	-0.0001416029013266268
--> 28	0.3	-0.0003186284356306656
--> 28	0.4	-0.0005665044124540758
--> 29	0.1	-1.451054044269571e-005
--> 29	0.2	-5.804447541647099e-005
--> 29	0.3	-0.0001306086986655319
--> 29	0.4	-0.0002322144716066536
--> 30	0.1	8.864325519160741e-006
--> 30	0.2	3.545851818116135e-005
--> 30	0.3	7.978622264079354e-005
--> 30	0.4	0.0001418534611160638
--> 31	0.1	2.85740986375129e-005
--> 31	0.2	0.0001143006812527447
--> 31	0.3	0.0002571925463252335
--> 31	0.4	0.0004572707486565204
--> 32	0.1	5.027107572441081e-005
--> 32	0.2	0.0002010926039898323
--> 32	0.3	0.0004524892876534005
--> 32	0.4	0.0008045015303776589
--> 33	0.1	7.603560117885546e-005
--> 33	0.2	0.0003041568816525476
--> 33	0.3	0.0006844067489470968
--> 33	0.4	0.001216854822430054
--> 34	0.1	0.0001081603361359048
--> 34	0.2	0.0004326666307422816
--> 34	0.3	0.0009735932487643724
--> 34	0.4	0.001731059201258893
--> 35	0.1	0.0001530080451908553
--> 35	0.2	0.0006120799644301121
--> 35	0.3	0.001377353943521297
--> 35	0.4	0.002449045300547493
--> 36	0.1	0.0002249111740694538
--> 36	0.2	0.000899751593778161
--> 36	0.3	0.002024819677277572
--> 36	0.4	0.003600558426770521
--> 37	0.1	0.0003661086082790652
--> 37	0.2	0.001464762379253087
--> 37	0.3	0.003296803115129587
--> 37	0.4	0.005863349387891924
--> 38	0.1	0.0006931075219747065
--> 38	0.2	0.002774013894153775
--> 38	0.3	0.006245908750293948
--> 38	0.4	0.01111217504347284
--> 39	0.1	0.0009736744163191941
--> 39	0.2	0.00389894935352973
--> 39	0.3	0.008783557018244055
--> 39	0.4	0.01563511279333065
--> 40	0.1	0.001051890000258943
--> 40	0.2	0.004214278606908031
--> 40	0.3	0.009499608366405139
--> 40	0.4	0.0169196167796108
--> 41	0.1	0.001139121368911207
--> 41	0.2	0.004566805457742545
--> 41	0.3	0.01030200264464315
--> 41	0.4	0.01836117002638912
--> 42	0.1	0.001214428406368395
--> 42	0.2	0.004872725236610108
--> 42	0.3	0.01100207941400866
--> 42	0.4	0.01962338396109668
--> 43	0.1	0.001277181414119831
--> 43	0.2	0.00512962205934612
--> 43	0.3	0.01159384189627311
--> 43	0.4	0.02069518472929321
--> 44	0.1	0.001354140864080666
--> 44	0.2	0.005445330625727029
--> 44	0.3	0.01232104177780704
--> 44	0.4	0.02201235135407319
--> 45	0.1	0.001395344018965249
--> 45	0.2	0.005618805666823541
--> 45	0.3	0.0127284471890441
--> 45	0.4	0.02276178708845753
--> 46	0.1	0.001445897391327498
--> 46	0.2	0.005831782458946143
--> 46	0.3	0.01322784877390749
--> 46	0.4	0.02368012067600927
--> 47	0.1	0.001529167718149278
--> 47	0.2	0.006179106207671656
--> 47	0.3	0.01403553210646436
--> 47	0.4	0.02515584144170328
--> 48	0.1	0.001509435255074098
--> 48	0.2	0.006110921271097718
--> 48	0.3	0.01390084339909201
--> 48	0.4	0.0249447933237673
--> 49	0.1	0.001510822675618706
--> 49	0.2	0.006129031029896497
--> 49	0.3	0.01396396239791393
--> 49	0.4	0.02508967014738497
--> 50	0.1	0.001492368554591493
--> 50	0.2	0.006067000761430635
--> 50	0.3	0.01384522348168985
--> 50	0.4	0.02490704575004012
--> 51	0.1	0.001480706521731741
--> 51	0.2	0.006032765223718676
--> 51	0.3	0.01379010687918545
--> 51	0.4	0.02483720298695342
--> 52	0.1	0.00144818655050898
--> 52	0.2	0.005913481886871813
--> 52	0.3	0.01354024256499565
--> 52	0.4	0.02441404135447831
--> 53	0.1	0.001363096540247823
--> 53	0.2	0.005578210998533575
--> 53	0.3	0.01279317032336607
--> 53	0.4	0.02308934212170799
--> 54	0.1	0.001280053686479892
--> 54	0.2	0.005249946938253793
--> 54	0.3	0.01205891480447677
--> 54	0.4	0.02178306117141123
--> 55	0.1	0.001200925061785753
--> 55	0.2	0.004936622558985649
--> 55	0.3	0.01135652686743457
--> 55	0.4	0.02053085078626128
--> 56	0.1	0.001058153882020604
--> 56	0.2	0.004359800683612718
--> 56	0.3	0.01004439872478624
--> 56	0.4	0.01817231876752574
--> 57	0.1	0.0008972123665048092
--> 57	0.2	0.003705220090414409
--> 57	0.3	0.008547915578304954
--> 57	0.4	0.01547507014986606
--> 58	0.1	0.0005142610571472061
--> 58	0.2	0.002126998941795575
--> 58	0.3	0.004911915104930474
--> 58	0.4	0.008896885713907312
--> 59	0.1	0.0001635154083205623
--> 59	0.2	0.0006767057657091947
--> 59	0.3	0.001563410907199497
--> 59	0.4	0.00283227399713923
