--> 0	0.5	-0.0006708171230346649
--> 0	1	-0.002760378201901748
--> 0	1.5	-0.006286384056059381
--> 0	2	-0.0106810549556902
--> 0	2.5	-0.01464568443552477
--> 0	3	-0.01887344806968697
--> 0	3.5	-0.02361827195459873
--> 0	4	-0.02855648238313483
--> 0	4.5	-0.03316679720855689
--> 0	5	-0.03721013130044518
--> 0	5.5	-0.04067838424144372
--> 0	6	-0.04376894224760653
--> 1	0.5	-0.006476777364482307
--> 1	1	-0.02669477440673876
--> 1	1.5	-0.06027040161246342
--> 1	2	-0.09962383073241511
--> 1	2.5	-0.1308788540661702
--> 1	3	-0.1608264713838619
--> 1	3.5	-0.1904496999074748
--> 1	4	-0.2187096408501548
--> 1	4.5	-0.2444712577636149
--> 1	5	-0.2671203244062645
--> 1	5.5	-0.2866773912455775
--> 1	6	-0.3040275614042661
--> 2	0.5	-0.01790847489410003
--> 2	1	-0.073827919391228
--> 2	1.5	-0.1672083445604105
--> 2	2	-0.279450364364109
--> 2	2.5	-0.3662457732774985
--> 2	3	-0.4448174819481043
--> 2	3.5	-0.5186024165615031
--> 2	4	-0.5881793848627552
--> 2	4.5	-0.6527816828122871
--> 2	5	-0.7109415280501117
--> 2	5.5	-0.7614537621466679
--> 2	6	-0.8057104003928253
--> 3	0.5	-0.02577877189890825
--> 3	1	-0.1062436495795809
--> 3	1.5	-0.2409052317479904
--> 3	2	-0.4135637763751302
--> 3	2.5	-0.5550530561152679
--> 3	3	-0.6814417287145026
--> 3	3.5	-0.8023873069874414
--> 3	4	-0.9210044758630152
--> 3	4.5	-1.036140486048353
--> 3	5	-1.143461863415754
--> 3	5.5	-1.240759340215344
--> 3	6	-1.327995658495528
--> 4	0.5	-0.03058640160041952
--> 4	1	-0.1260183839703485
--> 4	1.5	-0.2860783084301757
--> 4	2	-0.5013434256755502
--> 4	2.5	-0.6954162770879958
--> 4	3	-0.8672214736790516
--> 4	3.5	-1.035502334223929
--> 4	4	-1.203922970005112
--> 4	4.5	-1.370730284412184
--> 4	5	-1.533341269225196
--> 4	5.5	-1.689777183164141
--> 4	6	-1.837571351752799
--> 5	0.5	-0.03377455657620354
--> 5	1	-0.1390987577822831
--> 5	1.5	-0.3161060589368333
--> 5	2	-0.5592223281821389
--> 5	2.5	-0.8021708477199625
--> 5	3	-1.017259766750327
--> 5	3.5	-1.228837013520119
--> 5	4	-1.440239700084363
--> 5	4.5	-1.65170404973531
--> 5	5	-1.863882527753111
--> 5	5.5	-2.073849927456297
--> 5	6	-2.276569325170175
--> 6	0.5	-0.03562565725599099
--> 6	1	-0.1466456288844414
--> 6	1.5	-0.3335070819934968
--> 6	2	-0.590874845736623
--> 6	2.5	-0.8696799742086747
--> 6	3	-1.125729757548933
--> 6	3.5	-1.373438059284154
--> 6	4	-1.620065136042541
--> 6	4.5	-1.867824452279614
--> 6	5	-2.116442256463975
--> 6	5.5	-2.362675852459482
--> 6	6	-2.603150200399332
--> 7	0.5	-0.03725881990241977
--> 7	1	-0.1532836213999732
--> 7	1.5	-0.3487868151314731
--> 7	2	-0.6174774410567536
--> 7	2.5	-0.9207953721068094
--> 7	3	-1.216173763788082
--> 7	3.5	-1.497068257239338
--> 7	4	-1.774915386850119
--> 7	4.5	-2.053167181294366
--> 7	5	-2.329905697120437
--> 7	5.5	-2.602188177897227
--> 7	6	-2.868517434482529
--> 8	0.5	-0.03878050611782191
--> 8	1	-0.1594338633813074
--> 8	1.5	-0.3626104296983031
--> 8	2	-0.6399749764559917
--> 8	2.5	-0.9566948508576364
--> 8	3	-1.280373536207259
--> 8	3.5	-1.593948736410093
--> 8	4	-1.899540077226142
--> 8	4.5	-2.201693540463479
--> 8	5	-2.499508451400652
--> 8	5.5	-2.79191640804245
--> 8	6	-3.078260711908978
--> 9	0.5	-0.03994990807221314
--> 9	1	-0.1640928291608701
--> 9	1.5	-0.3730892179068742
--> 9	2	-0.6576704957848055
--> 9	2.5	-0.9838333262857035
--> 9	3	-1.323420797206362
--> 9	3.5	-1.662421367860853
--> 9	4	-1.993476702207055
--> 9	4.5	-2.315991409180756
--> 9	5	-2.631857408295109
--> 9	5.5	-2.941634050547936
--> 9	6	-3.245385615618125
--> 10	0.5	-0.03969632008128875
--> 10	1	-0.1628831776399549
--> 10	1.5	-0.3701832591327348
--> 10	2	-0.6519111659161224
--> 10	2.5	-0.9761598596634981
--> 10	3	-1.316924808162871
--> 10	3.5	-1.663497879061322
--> 10	4	-2.010410733693939
--> 10	4.5	-2.352542752112426
--> 10	5	-2.686486207044761
--> 10	5.5	-3.011848556144703
--> 10	6	-3.33016310297305
--> 11	0.5	-0.03932000669709058
--> 11	1	-0.1611233940911065
--> 11	1.5	-0.3659272249548646
--> 11	2	-0.6446200906770002
--> 11	2.5	-0.9673067066437278
--> 11	3	-1.307783629636373
--> 11	3.5	-1.656534205109258
--> 11	4	-2.009692916421135
--> 11	4.5	-2.361941016813964
--> 11	5	-2.709261390046426
--> 11	5.5	-3.049449990315305
--> 11	6	-3.382020119312786
--> 12	0.5	-0.03849318580669043
--> 12	1	-0.1574974825973159
--> 12	1.5	-0.3576604089147296
--> 12	2	-0.631926661968194
--> 12	2.5	-0.9527931935679813
--> 12	3	-1.293268016727006
--> 12	3.5	-1.643020582531499
--> 12	4	-1.998098829098286
--> 12	4.5	-2.35312282633221
--> 12	5	-2.704473723743841
--> 12	5.5	-3.051224055616955
--> 12	6	-3.393852604050184
--> 13	0.5	-0.03760131328606566
--> 13	1	-0.1535937105588489
--> 13	1.5	-0.3486672549866551
--> 13	2	-0.6169330774215551
--> 13	2.5	-0.9343635063727331
--> 13	3	-1.274424212100912
--> 13	3.5	-1.625614208172109
--> 13	4	-1.984426355848077
--> 13	4.5	-2.344110142891483
--> 13	5	-2.699016523631252
--> 13	5.5	-3.048267875015241
--> 13	6	-3.394427456278463
--> 14	0.5	-0.03692896529657913
--> 14	1	-0.1505551869825926
--> 14	1.5	-0.3415547176384434
--> 14	2	-0.6052127322857375
--> 14	2.5	-0.9211627489835872
--> 14	3	-1.262837638398526
--> 14	3.5	-1.616700691324393
--> 14	4	-1.977731554053681
--> 14	4.5	-2.338735434104174
--> 14	5	-2.694413900673244
--> 14	5.5	-3.044049076481405
--> 14	6	-3.390630581078737
--> 15	0.5	-0.03486458292702718
--> 15	1	-0.1418402321533031
--> 15	1.5	-0.3215460820483867
--> 15	2	-0.5706123433097972
--> 15	2.5	-0.8733918108945489
--> 15	3	-1.206140974489885
--> 15	3.5	-1.553357630966347
--> 15	4	-1.908204400220333
--> 15	4.5	-2.265905971381079
--> 15	5	-2.624280926598993
--> 15	5.5	-2.981838237496067
--> 15	6	-3.337692652469586
--> 16	0.5	-0.03353108898491777
--> 16	1	-0.1361112580284579
--> 16	1.5	-0.3083739751486001
--> 16	2	-0.5479116447109892
--> 16	2.5	-0.84361838079819
--> 16	3	-1.17388447305492
--> 16	3.5	-1.521856630011281
--> 16	4	-1.880670143940892
--> 16	4.5	-2.239766688842058
--> 16	5	-2.593032533581666
--> 16	5.5	-2.942461994567969
--> 16	6	-3.291900726086125
--> 17	0.5	-0.03112854959834253
--> 17	1	-0.1260746169266338
--> 17	1.5	-0.2855487535171821
--> 17	2	-0.5080792071895932
--> 17	2.5	-0.7859739696441879
--> 17	3	-1.10239913111348
--> 17	3.5	-1.440745345923791
--> 17	4	-1.794418511418647
--> 17	4.5	-2.152341299735824
--> 17	5	-2.501406329745027
--> 17	5.5	-2.845440788138503
--> 17	6	-3.192121236742893
--> 18	0.5	-0.03018672845117248
--> 18	1	-0.1219886201445748
--> 18	1.5	-0.2760957999595721
--> 18	2	-0.4915582735176802
--> 18	2.5	-0.7629482077293076
--> 18	3	-1.076464782569186
--> 18	3.5	-1.415292032614932
--> 18	4	-1.769901591064071
--> 18	4.5	-2.123890418060634
--> 18	5	-2.470670849175762
--> 18	5.5	-2.811061029230474
