--> 0	0.5	2.249672546469062	0.2131623707844545
--> 0	1	4.499345092938123	0.4003615531787112
--> 0	1.5	6.749017639407192	0.4659973271132661
--> 0	2	8.998690185876246	0.5014606383557354
--> 0	2.5	11.24836273234532	0.5215580239185123
--> 0	3	13.49803527881439	0.5331421773432854
--> 0	3.5	15.74770782528343	0.5415020801436367
--> 0	4	17.99738037175249	0.5484656234707277
--> 0	4.5	20.24705291822154	0.5547002827854632
--> 0	5	22.49672546469063	0.5605532925089366
--> 0	5.5	24.74639801115967	0.5662178428178464
--> 0	6	26.99607055762877	0.5718004824033656
--> 1	0.5	2.249672546469061	0.2121715813771858
--> 1	1	4.499345092938122	0.3990774389188314
--> 1	1.5	6.749017639407192	0.4648205402812746
--> 1	2	8.998690185876244	0.500341551561401
--> 1	2.5	11.24836273234532	0.5206957095758762
--> 1	3	13.49803527881439	0.5324551891308942
--> 1	3.5	15.74770782528344	0.5408966071081431
--> 1	4	17.99738037175249	0.5479052289006037
--> 1	4.5	20.24705291822155	0.5541607731756705
--> 1	5	22.49672546469065	0.5600206019951708
--> 1	5.5	24.74639801115969	0.5656808265236289
--> 1	6	26.99607055762877	0.5712511911354194
--> 2	0.5	2.249672546469063	0.2088119324152251
--> 2	1	4.499345092938127	0.3948268138020027
--> 2	1.5	6.749017639407199	0.4613581798967178
--> 2	2	8.998690185876253	0.4972737371321856
--> 2	2.5	11.24836273234533	0.5182894929598856
--> 2	3	13.4980352788144	0.5305868894363515
--> 2	3.5	15.74770782528346	0.5392635491416388
--> 2	4	17.99738037175251	0.5463810199923427
--> 2	4.5	20.24705291822157	0.5526679935741974
--> 2	5	22.49672546469066	0.5585055449495768
--> 2	5.5	24.74639801115972	0.5640985459164833
--> 2	6	26.99607055762879	0.5695672039243533
--> 3	0.5	2.249672546469062	0.2021613297115446
--> 3	1	4.499345092938125	0.3855768555601971
--> 3	1.5	6.749017639407198	0.4543023305176945
--> 3	2	8.998690185876249	0.4908005413563057
--> 3	2.5	11.24836273234533	0.5128427391332892
--> 3	3	13.4980352788144	0.5263043043887183
--> 3	3.5	15.74770782528345	0.5354315935209425
--> 3	4	17.9973803717525	0.5427110038266545
--> 3	4.5	20.24705291822157	0.5490377046888102
--> 3	5	22.49672546469066	0.5548428444366581
--> 3	5.5	24.74639801115971	0.5603655591028736
--> 3	6	26.99607055762879	0.5657436981951409
--> 4	0.5	2.249672546469062	0.1936343293750224
--> 4	1	4.499345092938123	0.3719254196313758
--> 4	1.5	6.749017639407185	0.4439394630955268
--> 4	2	8.998690185876246	0.4806740902279225
--> 4	2.5	11.24836273234532	0.503645374552342
--> 4	3	13.49803527881437	0.5185112483250147
--> 4	3.5	15.74770782528342	0.5286764513820688
--> 4	4	17.99738037175249	0.5365371590731847
--> 4	4.5	20.24705291822155	0.5432479642707071
--> 4	5	22.49672546469063	0.5492918601040698
--> 4	5.5	24.74639801115966	0.5549485900713116
--> 4	6	26.99607055762874	0.5603853957861427
--> 5	0.5	2.249672546469062	0.1846346031499802
--> 5	1	4.499345092938125	0.3558898894210564
--> 5	1.5	6.749017639407191	0.4311572433902223
--> 5	2	8.998690185876249	0.4678054392868093
--> 5	2.5	11.24836273234532	0.4908483318525696
--> 5	3	13.49803527881438	0.5067195540769602
--> 5	3.5	15.74770782528345	0.5187209290720934
--> 5	4	17.9973803717525	0.5279975413672678
--> 5	4.5	20.24705291822156	0.5355934248440147
--> 5	5	22.49672546469063	0.5422178314964796
--> 5	5.5	24.74639801115968	0.548236857340797
--> 5	6	26.99607055762876	0.5538895401294255
--> 6	0.5	2.249672546469063	0.1747612889775936
--> 6	1	4.499345092938127	0.3374623552251672
--> 6	1.5	6.749017639407196	0.4153131082256123
--> 6	2	8.998690185876253	0.4519984087898969
--> 6	2.5	11.24836273234532	0.4748418481040098
--> 6	3	13.49803527881439	0.4914514562658298
--> 6	3.5	15.74770782528344	0.5050575362159938
--> 6	4	17.99738037175251	0.51633790604388
--> 6	4.5	20.24705291822156	0.5255005599097669
--> 6	5	22.49672546469064	0.5331503714577989
--> 6	5.5	24.74639801115971	0.5398672068337972
--> 6	6	26.99607055762878	0.5459841288391789
--> 7	0.5	2.249672546469062	0.1643679901147871
--> 7	1	4.499345092938123	0.3179316803190928
--> 7	1.5	6.74901763940719	0.3971167220920298
--> 7	2	8.998690185876249	0.4339523377811791
--> 7	2.5	11.24836273234533	0.4566256792418691
--> 7	3	13.49803527881438	0.4739464257516478
--> 7	3.5	15.74770782528344	0.4887646091527317
--> 7	4	17.9973803717525	0.501797609860313
--> 7	4.5	20.24705291822156	0.5130685209568888
--> 7	5	22.49672546469066	0.5224780399228435
--> 7	5.5	24.74639801115971	0.5303522581890063
--> 7	6	26.99607055762876	0.5372314277833278
--> 8	0.5	2.249672546469061	0.1536075867568703
--> 8	1	4.499345092938122	0.2977136758525988
--> 8	1.5	6.749017639407187	0.3764203314883744
--> 8	2	8.998690185876244	0.413992807164292
--> 8	2.5	11.24836273234531	0.4366896670589186
--> 8	3	13.49803527881437	0.45456924800025
--> 8	3.5	15.74770782528344	0.4702624335250674
--> 8	4	17.99738037175249	0.4844557646760863
--> 8	4.5	20.24705291822156	0.4972756739442341
--> 8	5	22.49672546469063	0.5086501730143284
--> 8	5.5	24.74639801115968	0.5184184688862782
--> 8	6	26.99607055762875	0.5266562289558366
--> 9	0.5	2.249672546469062	0.1426165517388392
--> 9	1	4.499345092938123	0.2772026525038687
--> 9	1.5	6.749017639407184	0.3541555482602258
--> 9	2	8.998690185876246	0.3926716871825358
--> 9	2.5	11.24836273234532	0.4157592781139135
--> 9	3	13.49803527881437	0.4341967209092451
--> 9	3.5	15.74770782528344	0.4506018954220463
